Insee,Nom,Altitude,code_postal,longitude_radian,latitude_radian,pop99,surface
9249,Roquefixade,760,9300,0.030659623,0.749366792,151,12.43
9250,Roquefort-les-Cascades,460,9300,0.03078567,0.749754682,107,7.06
9251,Roumengoux,390,9500,0.033767268,0.751752119,127,6.84
9252,Rouze,1080,9460,0.036123462,0.745793696,88,9.58
9253,Sabarat,270,9350,0.024216444,0.752222367,284,9.71
9254,Saint-Amadou,281,9100,0.030077835,0.752416311,215,4.7
9255,Saint-Amans,370,9100,0.026999267,0.753230773,48,2.71
9256,Saint-Bauzeil,400,9120,0.027455006,0.751834477,56,4.48
9257,Sainte-Croix-Volvestre,300,9230,0.020536713,0.752692614,611,20.05
9258,Saint-Félix-de-Rieutord,361,9120,0.029200336,0.751301246,328,6.86
9259,Saint-Félix-de-Tournegat,310,9500,0.030494776,0.75278476,117,10.57
9260,Sainte-Foi,366,9500,0.033461837,0.75273143,22,2.47
9261,Saint-Girons,390,9200,0.019940387,0.75023465,6254,19.06
9262,Saint-Jean-d'Aigues-Vives,540,9300,0.032734627,0.749158333,430,4.48
9263,Saint-Jean-du-Castillonnais,700,9800,0.016260656,0.749366792,22,4.77
9264,Saint-Jean-de-Verges,351,9000,0.028157973,0.750719478,841,12.92
9265,Saint-Jean-du-Falga,310,9100,0.028395529,0.752067238,2276,4.06
9266,Saint-Julien-de-Gras-Capou,370,9500,0.032371006,0.751136396,60,6.26
9267,Saint-Lary,675,9800,0.015640088,0.749245618,136,34.36
9268,Saint-Lizier,409,9190,0.019853121,0.750525534,1592,9.11
9269,Saint-Martin-de-Caralp,600,9000,0.02697504,0.750331589,288,9.27
9270,Saint-Martin-d'Oydes,279,9100,0.026116915,0.753448952,225,11.92
9271,Saint-Michel,400,9100,0.026233277,0.75283809,68,5.88
9272,Saint-Paul-de-Jarrat,480,9000,0.028967613,0.748978969,1224,22.58
9273,Saint-Pierre-de-Rivière,460,9000,0.027217431,0.749827386,564,2.36
9274,Saint-Quentin-la-Tour,380,9500,0.033161255,0.75109272,297,8.92
9275,Saint-Quirc,220,9700,0.026242962,0.755310635,267,3.74
9276,Saint-Victor-Rouzaud,330,9100,0.027086533,0.752125428,161,13.02
9277,Saint-Ybars,292,9210,0.024167958,0.754651303,561,24.68
9279,Salsein,705,9800,0.017652068,0.748920779,41,5.8
9280,Saurat,673,9400,0.026829586,0.748358386,601,44.8
9281,Sautel,390,9300,0.031604998,0.75006494,99,9.32
9282,Saverdun,230,9700,0.02749864,0.754549437,3589,62.25
9283,Savignac-les-Ormeaux,679,9110,0.03174075,0.745774321,399,28.21
9284,Ségura,410,9120,0.029520306,0.751116955,139,8.81
9285,Seix,520,9140,0.020953656,0.748145067,697,87.69
9286,Sem,980,9220,0.026543543,0.746448234,19,5.26
9287,Senconac,900,9250,0.029874224,0.747020281,8,4.6
9289,Lorp-Sentaraille,362,9190,0.019324669,0.751005502,1138,6.16
9290,Sentein,740,9800,0.0166388,0.748314777,147,58.79
9291,Sentenac-d'Oust,660,9140,0.020575495,0.748334152,96,18.64
9292,Sentenac-de-Sérou,676,9240,0.024230981,0.750021331,41,13.79
9293,Serres-sur-Arget,560,9000,0.026490224,0.749982515,701,17.87
9294,Sieuras,340,9130,0.023372873,0.753705881,72,7.72
9295,Siguer,743,9220,0.027324108,0.746390044,96,38.43
9296,Sinsat,510,9310,0.029006395,0.746991186,109,4.07
9297,Sor,660,9800,0.017632677,0.749095283,33,1.09
9298,Sorgeat,1040,9110,0.032312835,0.745764667,96,19.34
9299,Soueix-Rogalle,490,9140,0.021137874,0.748610521,361,13.91
9300,Soula,640,9000,0.02957848,0.749507407,159,11.39
9301,Soulan,560,9320,0.021777835,0.7489305,324,23.97
9302,Suc-et-Sentenac,980,9220,0.025758146,0.746700369,103,31.71
9303,Surba,555,9400,0.027663469,0.747985078,345,2.21
9304,Suzan,490,9240,0.02498245,0.750927937,17,2.41
9305,Tabre,478,9600,0.032758852,0.750457623,387,2.88
9306,Tarascon-sur-Ariège,480,9400,0.028022239,0.747825088,3446,8.62
9307,Taurignan-Castet,357,9160,0.019043478,0.751199447,152,6.86
9308,Taurignan-Vieux,365,9190,0.019484664,0.751010296,209,5.99
9309,Teilhet,280,9500,0.031042617,0.752101126,152,8.99
9310,Thouars-sur-Arize,240,9350,0.021666326,0.753710741,50,2.33
9311,Tignac,860,9110,0.031333511,0.746070065,15,3.67
9312,La Tour-du-Crieu,312,9100,0.028860956,0.752304792,1978,10.41
9313,Tourtouse,364,9230,0.019634954,0.752125428,169,12.04
9314,Tourtrol,300,9500,0.031381997,0.751669694,204,5.16
9315,Trémoulet,265,9700,0.029980881,0.753221052,66,3.91
9316,Troye-d'Ariège,426,9500,0.03277341,0.750966686,93,8.33
9317,Uchentein,960,9800,0.017501779,0.748528096,26,4.05
9318,Unac,680,9250,0.031008689,0.746336714,117,2.56
9319,Unzent,360,9100,0.026674442,0.753541031,120,7.97
9320,Urs,590,9310,0.030247532,0.746559754,24,0.89
9321,Ussat,520,9400,0.028284038,0.747534205,372,4.37
9322,Ustou,690,9140,0.021947516,0.747175477,299,99.38
9323,Vals,290,9500,0.030717795,0.752173897,67,4.14
9324,Varilhes,332,9120,0.028419772,0.751276945,2702,11.73
9325,Vaychis,880,9110,0.03149834,0.745992501,33,4.59
9326,Vèbre,600,9310,0.030053592,0.746583989,124,5.24
9327,Ventenac,441,9120,0.030194196,0.750593378,198,19.94
9328,Verdun,560,9310,0.029481526,0.746928202,183,11.74
9329,Vernajoul,400,9000,0.028007683,0.750268539,574,9.1
9330,Vernaux,740,9250,0.030703255,0.746520938,28,6.07
9331,Le Vernet,250,9700,0.02798344,0.75370102,536,5.67
9332,Verniolle,322,9340,0.028788228,0.751912108,2022,11.47
9334,Vicdessos,708,9220,0.026160548,0.746491843,461,6.21
9335,Villeneuve,600,9800,0.017143008,0.749410468,43,5.12
9336,Villeneuve-d'Olmes,610,9300,0.031813477,0.74887717,1292,6.05
9338,Villeneuve-du-Latou,241,9130,0.025021233,0.75404044,112,6.61
9339,Villeneuve-du-Paréage,280,9100,0.028574915,0.753172583,523,11.51
9340,Vira,310,9120,0.030693552,0.751388464,130,5.31
9341,Viviès,390,9500,0.031105642,0.75153394,84,4.42
9342,Sainte-Suzanne,240,9130,0.024211592,0.754161614,192,10.41
10002,Ailleville,170,10200,0.081681406,0.842155319,218,4.93
10003,Aix-en-Othe,140,10160,0.065188046,0.841646256,2131,34.83
10004,Allibaudières,97,10700,0.0716894,0.847997296,269,24.28
10005,Amance,160,10140,0.078835544,0.842882496,235,23.06
10006,Arcis-sur-Aube,100,10700,0.072300263,0.847119785,2841,9.46
10007,Arconville,290,10200,0.082447414,0.84057966,148,14.86
10008,Argançon,170,10140,0.080348169,0.842184414,113,8.19
10009,Arrelles,190,10340,0.074612827,0.838606458,73,14.46
10010,Arrembécourt,135,10330,0.080231806,0.847221584,41,7.2
10011,Arrentières,210,10200,0.082781941,0.842339544,231,14
10012,Arsonval,145,10200,0.081133569,0.842426829,331,7.64
10013,Assenay,131,10320,0.070952487,0.840928734,95,3.38
10014,Assencières,160,10220,0.073240808,0.844007282,145,7.47
10015,Aubeterre,129,10150,0.071931806,0.845253242,167,11.77
10017,Aulnay,105,10240,0.076906,0.846004719,118,10.49
10018,Auxon,170,10130,0.068397517,0.839571254,927,25.57
10019,Val-d'Auzon,110,10220,0.076164235,0.844846044,351,27.69
10020,Avant-lès-Marcilly,105,10400,0.062332496,0.845136928,432,27.77
10021,Avant-lès-Ramerupt,115,10240,0.074801895,0.845582941,166,20.83
10022,Avirey-Lingey,200,10340,0.07502977,0.838179819,210,17.82
10023,Avon-la-Pèze,130,10290,0.063816027,0.8445503,118,12.94
10024,Avreuil,130,10130,0.069769536,0.838538613,167,10.26
10025,Bagneux-la-Fosse,220,10340,0.074995823,0.837651381,199,23.06
10026,Bailly-le-Franc,122,10330,0.081240228,0.84687737,35,6.08
10027,Balignicourt,113,10330,0.077846537,0.846751336,94,13.08
10028,Balnot-la-Grange,240,10210,0.073221417,0.837544722,158,20.15
10029,Balnot-sur-Laignes,180,10110,0.07618847,0.83830106,175,10.18
10030,Barberey-Saint-Sulpice,100,10600,0.070365868,0.843663068,766,9.63
10031,Barbuise,71,10400,0.062429452,0.847493093,345,18.66
10032,Baroville,220,10200,0.082418319,0.841098377,329,17.47
10033,Bar-sur-Aube,166,10200,0.082180765,0.841811106,6261,15.93
10034,Bar-sur-Seine,150,10110,0.076363007,0.839711803,3510,27.56
10035,Bayel,190,10310,0.083363717,0.841185662,860,23.14
10037,Bercenay-en-Othe,177,10190,0.067961183,0.841403842,380,17.81
10039,Bergères,250,10200,0.081453539,0.840991784,114,5.87
10040,Bernon,150,10130,0.069740441,0.837559236,196,17.92
10041,Bertignolles,210,10110,0.078864639,0.839988172,64,6.25
10042,Bérulle,150,10160,0.063961464,0.840841449,235,16.85
10043,Bessy,84,10170,0.070220409,0.84732345,122,7.22
10044,Bétignicourt,115,10500,0.077764121,0.845548986,37,3.25
10045,Beurey,240,10140,0.077967736,0.840967483,171,17.34
10046,Blaincourt-sur-Aube,120,10500,0.077759269,0.844555094,87,5.86
10047,Blignicourt,115,10500,0.079111897,0.845815635,55,4.32
10048,Bligny,230,10200,0.080571184,0.840763884,208,23
10049,Les Bordes-Aumont,138,10800,0.071946345,0.841030533,294,5.55
10050,Bossancourt,160,10140,0.080314239,0.842698271,236,6.98
10051,Bouilly,160,10320,0.069764684,0.841127472,1090,15.53
10052,Boulages,77,10380,0.068344179,0.847876122,221,11.61
10053,Bouranton,120,10270,0.072930517,0.843197681,451,8.3
10054,Bourdenay,100,10290,0.062637928,0.844036377,402,60.44
10055,Bourguignons,145,10110,0.07610121,0.840070597,280,16.68
10056,Bouy-Luxembourg,141,10220,0.074297692,0.844356355,160,12.1
10057,Bouy-sur-Orvin,90,10400,0.061057429,0.844957497,56,6.64
10058,Bragelogne-Beauvoir,240,10340,0.074452829,0.837205368,272,23.62
10059,Braux,116,10500,0.078054996,0.846203524,121,15.35
10060,Bréviandes,123,10800|10450,0.071476081,0.842223163,1926,6.2
10061,Brévonnes,115,10220,0.076794489,0.844031516,584,20.13
10062,Briel-sur-Barse,140,10140,0.07604302,0.841403842,160,12.57
10063,Brienne-la-Vieille,130,10500,0.079053715,0.844298165,420,16.45
10064,Brienne-le-Château,130,10500,0.07899069,0.844618144,3336,21.74
10065,Brillecourt,105,10240,0.076193322,0.845985345,81,5.85
10066,Bucey-en-Othe,150,10190,0.06740849,0.842310449,341,12.97
10067,Buchères,119,10800,0.071829999,0.841835341,1345,7.2
10068,Buxeuil,170,10110,0.076712072,0.838693743,145,4.23
10069,Buxières-sur-Arce,187,10110,0.077793199,0.839925188,149,10.68
10070,Celles-sur-Ource,170,10110,0.076828419,0.839086426,455,9.6
10071,Chacenay,250,10110,0.079014933,0.839755478,60,7.8
10072,La Chaise,150,10500,0.081327489,0.844055751,29,8.75
10073,Chalette-sur-Voire,110,10500,0.077225971,0.845519891,134,5.7
10074,Chamoy,156,10130,0.069367132,0.839803948,425,16.75
10075,Champfleury,114,10700,0.069914978,0.848545175,125,18.23
10076,Champignol-lez-Mondeville,260,10200,0.081579607,0.840186977,305,44.02
10077,Champigny-sur-Aube,87,10700,0.071078538,0.847556144,59,6.65
10078,Champ-sur-Barse,150,10140,0.076925383,0.84188867,34,7.1
10079,Channes,300,10340,0.074249222,0.8367254,143,14.31
10080,Chaource,152,10210,0.072208143,0.838756726,1092,31.02
10081,La Chapelle-Saint-Luc,113,10600,0.070773098,0.843377045,14447,10.47
10082,Chapelle-Vallon,160,10700,0.07049191,0.845359901,196,19.42
10083,Chappes,130,10260,0.074069834,0.840647571,258,9.76
10084,Charmont-sous-Barbuise,130,10150,0.072828717,0.844894514,676,37.85
10085,Charmoy,131,10290,0.062594297,0.844773273,63,7.01
10086,Charny-le-Bachot,85,10380,0.068862942,0.847410668,173,13.66
10087,Chaserey,210,10210,0.070991269,0.837021144,48,6.96
10089,Châtres,79,10510,0.067214566,0.846538017,579,15.88
10090,Chauchigny,90,10170,0.06925079,0.845156302,254,9.76
10091,Chaudrey,104,10240,0.07463707,0.846542877,144,13.87
10092,Chauffour-lès-Bailly,137,10110,0.075533973,0.841171148,94,19.12
10093,Chaumesnil,140,10500,0.080193024,0.844041237,82,11.1
10094,Chavanges,132,10330,0.079790645,0.846664051,689,30
10095,Le Chêne,95,10700,0.072882039,0.847337964,198,21.06
10096,Chennegy,160,10190,0.067272739,0.841670491,398,23.19
10097,Chervey,210,10110,0.078389523,0.839920328,198,13.52
10098,Chesley,210,10210,0.071699104,0.837350777,320,21.29
10099,Chessy-les-Prés,120,10130,0.06832964,0.838184679,504,25.71
10100,Clérey,147,10390,0.07315354,0.841394121,930,19.15
10101,Coclois,105,10240,0.075723049,0.846019233,143,6.87
10102,Colombé-la-Fosse,234,10200,0.083543097,0.842368639,237,9.37
10103,Colombé-le-Sec,240,10200,0.083698243,0.842198929,148,8.78
10104,Cormost,138,10800,0.072183899,0.840681459,262,11.42
10105,Courcelles-sur-Voire,115,10500,0.079233095,0.845990205,25,4.92
10106,Courceroy,59,10400,0.059607845,0.845873825,100,6.74
10107,Coursan-en-Othe,150,10130,0.067035181,0.83899428,97,9.42
10108,Courtaoult,120,10130,0.067437585,0.838174959,75,8.4
10109,Courtenot,142,10260,0.075083083,0.840376061,242,8.36
10110,Courteranges,115,10270,0.073948626,0.842426829,425,6.36
10111,Courteron,180,10250,0.077570184,0.838102255,136,10.34
10112,Coussegrey,180,10210,0.070108897,0.836958094,195,15.94
10113,Couvignon,210,10200,0.081177203,0.841365093,237,13.36
10114,Crancey,75,10100,0.063529987,0.846794945,840,8.79
10115,Creney-près-Troyes,120,10150,0.072033614,0.843566129,1421,15.71
10116,Crésantignes,161,10320,0.070104062,0.840225726,269,2.08
10117,Crespy-le-Neuf,129,10500,0.080207579,0.844647239,146,10.09
10118,Les Croûtes,115,10130,0.067432733,0.837694991,113,7.17
10119,Cunfin,246,10360,0.081468095,0.838461049,199,33.18
10120,Cussangy,215,10210,0.07165547,0.837995595,199,21.37
10121,Dampierre,110,10240,0.076246643,0.847376713,302,29.44
10122,Davrey,125,10130,0.06895021,0.838635553,235,9.55
10123,Dienville,130,10500,0.079126436,0.843842432,747,20.47
10124,Dierrey-Saint-Julien,150,10190,0.066880039,0.84317824,225,21.32
10125,Dierrey-Saint-Pierre,150,10190,0.066821866,0.843478844,183,21.8
10126,Dolancourt,160,10200,0.080585723,0.842392873,145,4.89
10127,Dommartin-le-Coq,107,10240,0.076052723,0.846518643,60,6.43
10128,Donnement,110,10330,0.077419891,0.846693146,111,11.27
10129,Dosches,150,10220,0.074137711,0.84334795,237,20.45
10130,Dosnon,110,10700,0.073837132,0.848448169,79,28.71
10131,Droupt-Saint-Basle,90,10170,0.068790217,0.846111379,290,18.68
10132,Droupt-Sainte-Marie,87,10170,0.06849932,0.846392542,218,14.54
10133,Eaux-Puiseaux,180,10130,0.067830284,0.839789434,194,8.69
10134,Échemines,150,10350,0.066933377,0.844501831,85,18.64
10135,Éclance,180,10200,0.080896015,0.843081301,120,11.48
10136,Éguilly-sous-Bois,220,10110,0.079145827,0.840186977,98,10.16
10137,Engente,222,10200,0.082990408,0.842455924,46,5.14
10138,Épagne,120,10500,0.077948345,0.844618144,102,4.06
10139,Épothémont,150,10500,0.08129841,0.845054503,175,10.44
10140,Ervy-le-Châtel,150,10130,0.06825691,0.838490077,1214,21.59
10141,Essoyes,192,10360,0.079140975,0.838756726,650,35.83
10142,Estissac,130,10190,0.06648734,0.842412248,1724,25.71
10143,Étourvy,210,10210,0.072091804,0.837035659,196,15.53
10144,Étrelles-sur-Aube,82,10170,0.067626657,0.847551283,125,10.64
10145,Faux-Villecerf,160,10290,0.065294705,0.843546754,224,21.44
10146,Fay-lès-Marcilly,160,10290,0.062899729,0.844787854,85,5.65
10147,Fays-la-Chapelle,170,10320,0.070137993,0.840022127,143,0.6
10148,Ferreux-Quincey,100,10400,0.06305487,0.84562655,337,15.28
10149,Feuges,158,10150,0.07176213,0.844700569,206,10.94
10150,Fontaine,170,10200,0.082287425,0.841462032,255,5.7
10151,Fontaine-les-Grès,100,10280,0.068121176,0.845107833,905,12.25
10153,Fontaine-Mâcon,80,10400,0.061241665,0.845873825,425,15.94
10154,Fontenay-de-Bossery,70,10400,0.060354462,0.84567502,78,8.33
10155,Fontette,300,10360,0.080454829,0.839197946,176,19.47
10156,Fontvannes,150,10190,0.067592726,0.842630427,553,12.94
10157,La Fosse-Corduan,96,10100,0.063748149,0.845495656,189,3.72
10158,Fouchères,130,10260,0.074472221,0.840434185,450,8.66
10159,Fralignes,220,10110,0.076358155,0.840613615,65,5.08
10160,Fravaux,200,10200,0.080949345,0.84187895,57,3.61
10161,Fresnay,233,10200,0.082898288,0.84324129,43,7.58
10162,Fresnoy-le-Château,150,10270,0.073715916,0.841403842,223,11.47
10163,Fuligny,174,10200,0.082132279,0.843537034,54,10.34
10164,Gélannes,72,10100,0.064116606,0.846203524,706,12.17
10165,Géraudot,150,10220,0.075470948,0.84312977,291,16.11
10166,Les Grandes-Chapelles,114,10170,0.07009921,0.845898059,326,22.1
10167,Grandville,111,10700,0.073856523,0.848152425,86,9.21
10168,Les Granges,133,10210,0.070768246,0.838756726,72,1.58
10169,Gumery,80,10400,0.059889038,0.845578081,216,10.95
10170,Gyé-sur-Seine,172,10250,0.077322935,0.838252523,513,23.6
10171,Hampigny,120,10500,0.080115467,0.845704115,241,9.56
10172,Herbisse,106,10700,0.07179606,0.848642114,149,21.94
10173,Isle-Aumont,120,10800,0.071985128,0.841432937,543,3.5
10174,Isle-Aubigny,100,10240,0.074467385,0.846911326,142,18.81
10175,Jasseines,110,10330,0.076566614,0.846518643,148,16.37
10176,Jaucourt,145,10200,0.081080247,0.842257119,171,6.64
10177,Javernant,220,10320,0.069842265,0.840545705,113,5.64
10178,Jessains,150,10140,0.079887592,0.842921311,243,10.95
10179,Jeugny,150,10320,0.070462815,0.840031848,387,17.54
10180,Joncreuil,130,10330,0.080483924,0.84687737,87,10.65
10181,Jully-sur-Sarce,160,10260,0.075131569,0.839634238,274,30.42
10182,Juvancourt,210,10310,0.083770955,0.839760339,148,8.35
10183,Juvanzé,140,10140,0.079606404,0.843280039,37,4.97
10184,Juzanvigny,125,10500,0.080105763,0.844976939,134,7.62
10185,Lagesse,220,10210,0.072159665,0.838116835,168,12.69
10186,Laines-aux-Bois,140,10120,0.069682272,0.841844995,461,16.48
10187,Landreville,180,10110,0.078084091,0.839008861,544,14.16
10188,Lantages,170,10210,0.073483214,0.839018582,216,19
10189,Lassicourt,113,10500,0.078336193,0.845476281,54,7.71
10190,Laubressel,165,10270,0.073536536,0.842955266,329,16.42
10191,Lavau,105,10150,0.071330631,0.843430374,472,5.76
10192,Lentilles,120,10330,0.08047422,0.846198664,108,17.36
10193,Lesmont,110,10500,0.077046582,0.845229007,301,9.9
10194,Lévigny,240,10200,0.082146835,0.84301339,109,13.69
10195,Lhuître,100,10700,0.074147398,0.847716133,234,36.05
10196,Lignières,200,10130,0.069236234,0.836904764,248,25.96
10197,Lignol-le-Château,271,10200,0.083911554,0.841646256,176,21.86
10198,Lirey,140,10320,0.070637352,0.840482721,94,4.84
10199,Loches-sur-Ource,188,10110,0.078646476,0.838848872,397,13.72
10200,La Loge-aux-Chèvres,160,10140,0.077012652,0.842484952,79,2.85
10201,La Loge-Pomblin,132,10210,0.070428885,0.838708257,57,3.82
10202,Les Loges-Margueron,146,10210,0.07176213,0.83926579,145,31.39
10203,Longchamp-sur-Aujon,203,10310,0.084343036,0.840371201,450,16.55
10204,Longeville-sur-Mogne,135,10320,0.070826436,0.840337246,94,4.18
10205,Longpré-le-Sec,220,10140,0.078961611,0.841016019,80,15.75
10206,Longsols,114,10240,0.074826138,0.845262962,131,12.55
10207,Longueville-sur-Aube,82,10170,0.068319936,0.847454344,134,11.74
10208,La Louptière-Thénard,100,10400,0.059966598,0.844521205,216,13.76
10209,Lusigny-sur-Barse,120,10270,0.074472221,0.842242538,1449,38.17
10210,Luyères,150,10150,0.073206861,0.844399965,382,17.56
10211,Macey,190,10300,0.068349031,0.842877635,742,20.81
10212,Machy,135,10320,0.070637352,0.840177256,112,2.85
10213,Magnant,228,10110,0.077177485,0.840710554,190,15.33
10214,Magnicourt,110,10240,0.076464814,0.845641131,69,7.84
10215,Magny-Fouchard,219,10140,0.079174922,0.841971095,199,15.16
10216,Mailly-le-Camp,130,10230,0.073318364,0.849461436,1423,42.97
10217,Maison-des-Champs,239,10140,0.079732455,0.84199047,39,4.34
10218,Maisons-lès-Chaource,235,10210,0.072692963,0.837922891,188,5.91
10219,Maisons-lès-Soulaines,280,10200,0.083538245,0.842800137,55,6.08
10220,Maizières-la-Grande-Paroisse,80,10510,0.06609464,0.846693146,1491,20.71
10221,Maizières-lès-Brienne,120,10500,0.080062129,0.845403577,163,9.52
10222,Maraye-en-Othe,220,10160,0.067272739,0.840608755,432,42.43
10223,Marcilly-le-Hayer,121,10290,0.063462109,0.843818197,702,34.22
10224,Marigny-le-Châtel,110,10350,0.065251071,0.844797508,1518,20.27
10225,Marnay-sur-Seine,65,10400,0.06213372,0.846707727,240,9.97
10226,Marolles-lès-Bailly,170,10110,0.075883039,0.840977204,100,4.32
10227,Marolles-sous-Lignières,185,10130,0.068397517,0.836861155,304,15.14
10228,Mathaux,130,10500,0.077914415,0.843876387,190,12.55
10229,Maupas,135,10320,0.071194893,0.840153022,82,4.2
10230,Mergey,95,10600,0.069895587,0.844526065,605,15.14
10231,Le Mériot,64,10400,0.060044179,0.846562252,495,12.69
10232,Merrey-sur-Arce,160,10110,0.076590857,0.839425779,303,8.53
10233,Méry-sur-Seine,82,10170,0.067912697,0.846649537,1326,12.45
10234,Mesgrigny,90,10170,0.067801189,0.846276228,214,7.4
10235,Mesnil-la-Comtesse,119,10700,0.073250495,0.846450732,52,0.95
10236,Mesnil-Lettre,122,10240,0.074457681,0.845704115,47,8.82
10237,Mesnil-Saint-Loup,180,10190,0.065750426,0.843003736,523,11.42
10238,Mesnil-Saint-Père,132,10140,0.075713362,0.842111644,331,17.58
10239,Mesnil-Sellières,170,10220,0.073662595,0.843682443,377,8.35
10240,Messon,160,10190,0.068184202,0.842397734,297,11.51
10241,Metz-Robert,151,10210,0.0716894,0.839081565,51,4.23
10242,Meurville,200,10200,0.080687548,0.841277808,177,16.42
10243,Molins-sur-Aube,110,10500,0.076479354,0.845355107,85,6.2
10245,Montaulin,115,10270,0.073197174,0.842169834,627,12.6
10246,Montceaux-lès-Vaudes,141,10260,0.072581451,0.84056994,217,10.06
10247,Montfey,170,10130,0.067655752,0.838936157,134,11.52
10248,Montgueux,220,10300,0.069129578,0.843091021,372,11.23
10249,Montiéramey,125,10270,0.075107326,0.84176257,405,6.69
10250,Montier-en-l'Isle,160,10200,0.081356584,0.842286214,235,10.59
10251,Montigny-les-Monts,150,10130,0.068896872,0.839566394,193,14.52
10252,Montmartin-le-Haut,260,10140,0.079451258,0.841360233,57,1.63
10253,Montmorency-Beaufort,120,10330,0.079635499,0.846256787,121,9.46
10254,Montpothier,160,10400,0.061450129,0.847725787,238,7.91
10255,Montreuil-sur-Barse,127,10270,0.074952189,0.84166077,269,13.08
10256,Montsuzain,120,10150,0.072135438,0.845529611,286,19.76
10257,Morembert,107,10240,0.075587294,0.846547738,37,2.52
10258,Morvilliers,150,10500,0.08061967,0.84438545,264,15.73
10259,La Motte-Tilly,61,10400,0.060044179,0.846038674,327,11.75
10260,Moussey,130,10800,0.071480933,0.841486267,399,7.31
10261,Mussy-sur-Seine,191,10250,0.078534964,0.837394453,1277,28.04
10262,Neuville-sur-Seine,170,10250,0.07699326,0.838470703,351,14.6
10263,Neuville-sur-Vannes,142,10190,0.066007376,0.842232884,340,17.17
10264,Noë-les-Mallets,260,10360,0.07976155,0.83949855,137,8.56
10265,Les Noës-près-Troyes,108,10420,0.070540396,0.843047345,3466,0.76
10266,Nogent-en-Othe,198,10160,0.066448557,0.840274262,38,9.14
10267,Nogent-sur-Aube,100,10240,0.07522369,0.846387748,316,15.99
10268,Nogent-sur-Seine,75,10400,0.061110767,0.846348933,5963,19.91
10269,Nozay,95,10700,0.071485768,0.846659191,109,15.95
10270,Onjon,126,10220,0.074700096,0.844652099,240,22.54
10271,Origny-le-Sec,100,10510,0.065891033,0.845893199,593,16.51
10272,Ormes,88,10700,0.071829999,0.847386434,193,10.22
10273,Ortillon,100,10700,0.074161954,0.846698006,32,8.06
10274,Orvilliers-Saint-Julien,109,10170,0.066826718,0.845519891,211,24.14
10275,Ossey-les-Trois-Maisons,110,10100,0.06536743,0.845393856,506,16.28
10276,Paisy-Cosdon,130,10160,0.064834128,0.841840201,264,17.69
10277,Palis,165,10190,0.064800202,0.842727366,555,20.93
10278,Pargues,200,10210,0.073269903,0.838315574,130,14.05
10279,Pars-lès-Chavanges,120,10330,0.078510721,0.846625302,70,8.45
10280,Pars-lès-Romilly,75,10100,0.065139564,0.846222898,684,18.12
10281,Le Pavillon-Sainte-Julie,130,10350,0.068101769,0.844201226,219,22.95
10282,Payns,95,10600,0.069425322,0.844419406,894,17.1
10283,Pel-et-Der,120,10500,0.077095068,0.844744178,141,13.46
10284,Périgny-la-Rose,69,10400,0.063268185,0.84731859,115,6.96
10285,Perthes-lès-Brienne,120,10500,0.079228243,0.845272683,49,3.78
10286,Petit-Mesnil,135,10500,0.080071833,0.843832778,215,14.8
10287,Piney,110,10220,0.075645485,0.844099427,1226,71.54
10288,Plaines-Saint-Lange,190,10250,0.078074387,0.837617426,335,10.72
10289,Plancy-l'Abbaye,85,10380,0.06925079,0.847701552,849,41.91
10290,Planty,190,10160,0.063806323,0.842475298,168,10.81
10291,Plessis-Barbuise,90,10400,0.062574906,0.847822793,125,5.58
10293,Poivres,140,10700,0.074307396,0.849689336,155,42.6
10294,Poligny,150,10110,0.075795778,0.840792979,28,1.48
10295,Polisot,170,10110,0.076309669,0.839004001,306,10.49
10296,Polisy,160,10110,0.076484206,0.838814916,211,11.4
10297,Pont-Sainte-Marie,116,10150,0.071539107,0.84330434,4936,3.97
10298,Pont-sur-Seine,71,10400,0.062749439,0.846824041,935,16.05
10299,Pouan-les-Vallées,90,10700,0.070971878,0.84720707,444,16.74
10300,Pougy,110,10240,0.076047872,0.845553846,245,8.93
10301,Pouy-sur-Vannes,160,10290,0.062628224,0.843105535,136,15.72
10302,Praslin,200,10210,0.073294121,0.838543407,63,12
10303,Précy-Notre-Dame,115,10500,0.077448986,0.844923609,68,4.6
10304,Précy-Saint-Martin,130,10500,0.077662296,0.845006034,223,6.48
10305,Prémierfait,105,10170,0.070293138,0.846542877,73,14.93
10306,Proverville,170,10200,0.081962603,0.84177229,292,7.05
10307,Prugny,189,10190,0.068848386,0.842038939,316,8.55
10308,Prunay-Belleville,145,10350,0.065813452,0.844167271,231,25.96
10309,Prusy,229,10210,0.070603422,0.837282933,109,3.98
10310,Puits-et-Nuisement,200,10140,0.078559207,0.841442591,192,12.16
10312,Racines,131,10130,0.067103058,0.838630692,179,7.55
10313,Radonvilliers,130,10500,0.078675571,0.844026656,367,23.45
10314,Ramerupt,110,10240,0.07492311,0.846819247,357,13.69
10315,Rances,115,10500,0.079330068,0.845888339,40,3.88
10316,Rhèges,85,10170,0.069745293,0.84732345,192,14.8
10317,Les Riceys,180,10340,0.076270886,0.837651381,1376,43.12
10318,Rigny-la-Nonneuse,110,10290,0.063956613,0.844938123,145,18.26
10319,Rigny-le-Ferron,130,10160,0.063433014,0.841384467,337,19.07
10320,Rilly-Sainte-Syre,90,10280,0.069095648,0.845524751,216,14.09
10321,La Rivière-de-Corps,110,10440,0.070433737,0.842785556,2952,7.4
